,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool,Price,#VALUE!
4605,708,Andheri,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,24800000,35028.24859
4603,944,Andheri,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,33000000,34957.62712
3120,1147,Andheri,3,1,1,1,0,0,1,1,1,1,1,1,0,0,1,39000000,34001.74368
1209,620,Andheri,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,21000000,33870.96774
919,3300,Andheri,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110000000,33333.33333
4595,900,Andheri,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29000000,32222.22222
5051,451,Andheri,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,14500000,32150.77605
5467,1325,Andheri,3,0,0,0,1,1,1,1,0,0,0,0,0,1,0,42500000,32075.4717
2610,790,Andheri,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,25000000,31645.56962
5054,678,Andheri,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,21400000,31563.42183
3545,1640,Andheri,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51500000,31402.43902
3126,667,Andheri,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1,20900000,31334.33283
6099,1295,Andheri,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,30888.03089
6097,2590,Andheri,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80000000,30888.03089
2275,650,Andheri,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20000000,30769.23077
4594,780,Andheri,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24000000,30769.23077
2881,707,Andheri,2,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21700000,30693.06931
5050,426,Andheri,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,13000000,30516.43192
2612,1193,Andheri,3,1,1,1,1,1,1,1,1,1,0,1,0,0,1,36400000,30511.31601
5055,716,Andheri,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,21800000,30446.92737
1854,3080,Andheri,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,92400000,30000
1855,3780,Andheri,4,1,1,1,1,0,1,1,1,1,1,0,0,1,1,113400000,30000
1856,4650,Andheri,5,1,1,1,1,0,1,1,1,1,1,0,0,1,1,139500000,30000
1085,1295,Andheri,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,38700000,29884.16988
5049,742,Andheri,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,22000000,29649.59569
2882,944,Andheri,3,1,1,1,0,0,1,1,1,1,0,0,0,0,1,27799999,29449.15148
6271,768,Andheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500000,29296.875
6272,768,Andheri,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,22500000,29296.875
5321,2400,Andheri,4,0,1,1,0,0,1,1,1,1,1,1,0,0,1,70000000,29166.66667
2590,1166,Andheri,3,1,1,1,1,1,1,1,1,1,0,1,0,0,1,34000000,29159.51973
4937,1632,Andheri,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,47500000,29105.39216
5053,878,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,25500000,29043.28018
1190,7600,Andheri,5,0,1,1,0,0,0,1,1,1,0,0,1,0,1,220000000,28947.36842
5052,1124,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,32500000,28914.59075
5048,1113,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,32000000,28751.12309
1007,997,Andheri,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,28500000,28585.75727
2257,650,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18500000,28461.53846
1011,1950,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,55000000,28205.12821
2930,923,Andheri,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,26000000,28169.01408
3134,1350,Andheri,2,0,1,1,0,0,1,1,1,1,1,1,0,0,1,38000000,28148.14815
2591,788,Andheri,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22000000,27918.78173
2592,788,Andheri,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1,22000000,27918.78173
3276,1003,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,28000000,27916.25125
4704,810,Andheri,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,22200000,27407.40741
3277,1166,Andheri,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,31700000,27186.96398
3189,1050,Andheri,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1,28500000,27142.85714
963,650,Andheri,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,17500000,26923.07692
5293,2050,Andheri,4,1,1,1,0,0,1,1,1,0,1,1,1,0,1,55000000,26829.26829
3013,2500,Andheri,4,0,1,1,1,1,1,1,1,0,1,1,0,0,1,67000000,26800
5469,1500,Andheri,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40000000,26666.66667
1466,2450,Andheri,4,0,1,1,1,1,1,1,1,0,1,1,1,1,1,65000000,26530.61224
5043,1250,Andheri,2,1,1,1,0,0,1,1,1,0,1,1,1,0,1,32900000,26320
3133,2250,Andheri,3,0,1,1,0,0,1,1,1,1,1,1,0,0,1,59000000,26222.22222
2968,969,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,25200000,26006.19195
3278,1509,Andheri,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,39000000,25844.93042
3808,700,Andheri,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,18000000,25714.28571
5914,1195,Andheri,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30000000,25104.60251
2945,420,Andheri,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,10500000,25000
2508,960,Andheri,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24000000,25000
3012,1200,Andheri,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,30000000,25000
4716,890,Andheri,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,22200000,24943.82022
2946,586,Andheri,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,14600000,24914.67577
2967,859,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,21200000,24679.8603
2027,900,Andheri,3,1,0,1,1,0,1,0,0,1,0,0,0,0,0,22200000,24666.66667
2363,800,Andheri,2,1,1,1,1,0,1,1,1,0,0,0,0,1,1,19700000,24625
5777,650,Andheri,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16000000,24615.38462
2297,550,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13500000,24545.45455
4945,1250,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,30500000,24400
2365,750,Andheri,2,1,1,1,1,0,1,1,1,0,0,0,0,1,1,18200000,24266.66667
6198,950,Andheri,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23000000,24210.52632
1561,1100,Andheri,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,26500000,24090.90909
1210,1000,Andheri,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,24000000,24000
1241,1000,Andheri,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,24000000,24000
4701,926,Andheri,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,22200000,23974.08207
2931,930,Andheri,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,22200000,23870.96774
2369,750,Andheri,2,1,1,1,1,0,1,1,1,0,0,0,0,1,1,17900000,23866.66667
3037,1300,Andheri,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,31000000,23846.15385
4705,1127,Andheri,3,1,1,1,0,0,0,1,0,1,0,0,1,0,0,26700000,23691.21562
1553,1356,Andheri,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,31500000,23230.0885
4703,960,Andheri,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,22200000,23125
2586,1600,Andheri,3,0,1,1,0,0,1,1,1,1,0,0,0,1,1,37000000,23125
5779,650,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,23076.92308
5780,650,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15000000,23076.92308
5398,1600,Andheri,3,1,1,1,0,0,1,1,1,0,1,1,1,0,1,36800000,23000
3899,2070,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,47600000,22995.16908
3897,2780,Andheri,4,1,1,1,1,0,1,1,1,1,1,1,0,1,1,63900000,22985.61151
3228,670,Andheri,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,15400000,22985.07463
3014,1850,Andheri,3,0,1,1,1,1,1,1,1,0,1,1,0,0,1,42500000,22972.97297
5404,1850,Andheri,3,1,1,1,0,0,1,1,1,0,1,1,1,0,1,42500000,22972.97297
3898,2260,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,51900000,22964.60177
5297,1650,Andheri,3,1,1,1,0,0,1,1,1,0,1,1,1,0,1,37800000,22909.09091
1709,3733,Andheri,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1,85000000,22769.89017
5634,954,Andheri,2,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21700000,22746.33124
3718,1100,Andheri,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,25000000,22727.27273
5094,1850,Andheri,3,1,1,1,0,0,0,0,1,0,0,0,1,0,1,42000000,22702.7027
2470,1850,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,41500000,22432.43243
5409,1650,Andheri,3,1,1,1,0,0,1,1,1,0,1,1,1,0,1,37000000,22424.24242
5418,1250,Andheri,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,28000000,22400
5636,985,Andheri,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1,22000000,22335.02538
5423,1950,Andheri,4,1,1,1,0,0,1,1,1,0,1,1,1,0,1,43000000,22051.28205
2288,1000,Andheri,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22000000,22000
2221,1600,Andheri,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,35000000,21875
2457,1600,Andheri,3,0,1,1,1,0,1,0,1,1,1,1,0,1,1,35000000,21875
5635,1274,Andheri,3,1,1,1,0,0,1,1,1,1,0,0,0,0,1,27799999,21821.03532
6095,2300,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,50000000,21739.13043
6159,1200,Andheri,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,26000000,21666.66667
6160,1040,Andheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500000,21634.61538
1084,3025,Andheri,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,65300000,21586.77686
1242,650,Andheri,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,14000000,21538.46154
5885,650,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000,21538.46154
5883,652,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000,21472.39264
5571,700,Andheri,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15000000,21428.57143
6094,1050,Andheri,2,0,1,1,0,0,1,1,1,1,0,1,0,1,1,22500000,21428.57143
2166,1470,Andheri,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,31500000,21428.57143
6217,1100,Andheri,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,23500000,21363.63636
3229,890,Andheri,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,19000000,21348.31461
4702,934,Andheri,2,1,1,1,1,0,1,1,1,1,0,0,1,1,1,19900000,21306.20985
5320,1200,Andheri,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,25500000,21250
1270,1470,Andheri,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,31200000,21224.4898
2613,1250,Andheri,2,0,1,1,0,0,1,1,1,1,0,0,0,1,1,26500000,21200
5205,900,Andheri,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,19000000,21111.11111
6246,475,Andheri,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10000000,21052.63158
2983,1250,Andheri,3,0,1,1,0,0,0,0,1,1,0,0,0,0,1,26000000,20800
5044,1250,Andheri,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,26000000,20800
3040,1450,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,30000000,20689.65517
5406,1850,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,38000000,20540.54054
2026,1450,Andheri,3,1,1,1,1,0,1,1,1,0,0,1,0,0,1,29400000,20275.86207
900,1480,Andheri,3,0,0,1,1,1,1,0,1,0,1,0,0,0,0,30000000,20270.27027
2940,1250,Andheri,2,0,1,1,0,0,1,1,1,1,0,0,0,1,1,25200000,20160
2673,800,Andheri,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,16000000,20000
6121,900,Andheri,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,18000000,20000
5887,1050,Andheri,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1,21000000,20000
3230,1100,Andheri,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,22000000,20000
3544,1250,Andheri,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,25000000,20000
5378,2500,Andheri,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,50000000,20000
5527,850,Andheri,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16900000,19882.35294
1269,1361,Andheri,2,0,0,1,0,1,1,0,0,0,1,0,0,0,1,27000000,19838.35415
4696,1100,Andheri,2,0,1,1,1,0,1,0,0,1,0,0,0,1,1,21500000,19545.45455
5778,1000,Andheri,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,19500000,19500
5046,1850,Andheri,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,36000000,19459.45946
2609,850,Andheri,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16500000,19411.76471
2456,1600,Andheri,3,0,1,1,1,0,1,0,1,1,1,1,0,1,1,31000000,19375
6212,250,Andheri,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,4800000,19200
5890,650,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12400000,19076.92308
3233,1900,Andheri,3,0,1,1,1,1,1,1,1,1,0,1,0,0,1,36000000,18947.36842
5889,1950,Andheri,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36500000,18717.94872
2455,1550,Andheri,3,0,1,1,1,0,1,0,1,1,1,1,0,1,1,29000000,18709.67742
5884,1350,Andheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,18518.51852
3234,1300,Andheri,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,24000000,18461.53846
1560,1356,Andheri,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,25000000,18436.57817
3232,1250,Andheri,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,23000000,18400
3918,1264,Andheri,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,23200000,18354.43038
3919,1264,Andheri,2,1,1,0,1,1,1,1,1,0,0,1,0,0,1,23200000,18354.43038
6281,1200,Andheri,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,22000000,18333.33333
3915,1864,Andheri,3,1,1,0,1,1,1,1,1,0,0,1,0,0,1,34000000,18240.34335
5210,850,Andheri,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1,15500000,18235.29412
1193,922,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16800000,18221.25813
2222,1400,Andheri,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,25500000,18214.28571
5886,1020,Andheri,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,18500000,18137.2549
2258,750,Andheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13500000,18000
2259,750,Andheri,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,13500000,18000
1680,1006,Andheri,2,1,1,1,1,0,1,1,1,0,0,0,1,1,1,18000000,17892.64414
2687,900,Andheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000,17777.77778
1549,620,Andheri,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,11000000,17741.93548
5077,902,Andheri,2,0,0,1,1,1,0,1,0,1,0,0,1,0,0,16000000,17738.3592
5078,850,Andheri,2,0,1,1,1,0,1,1,1,1,0,1,1,1,1,15000000,17647.05882
1198,1020,Andheri,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18000000,17647.05882
3135,1250,Andheri,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,22000000,17600
2982,1550,Andheri,3,0,1,1,0,0,0,0,1,1,0,0,0,0,1,27000000,17419.35484
3758,1100,Andheri,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,18800000,17090.90909
941,655,Andheri,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11100000,16946.56489
2289,1300,Andheri,3,0,0,1,0,0,1,1,1,1,0,0,0,0,0,22000000,16923.07692
4944,1250,Andheri,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,21000000,16800
2681,1792,Andheri,3,0,1,1,1,0,1,1,1,0,1,0,0,1,1,30000000,16741.07143
2376,600,Andheri,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10000000,16666.66667
1194,1050,Andheri,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,17500000,16666.66667
1710,1800,Andheri,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0,30000000,16666.66667
541,2016,Andheri,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,33400000,16567.46032
2287,1150,Andheri,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,19000000,16521.73913
6324,1200,Andheri,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,19800000,16500
5156,1065,Andheri,2,1,1,1,0,0,0,1,1,1,1,0,1,0,1,17500000,16431.92488
1197,915,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,15000000,16393.44262
897,1100,Andheri,2,0,1,1,1,1,1,0,1,0,1,0,0,0,1,18000000,16363.63636
5891,1100,Andheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17900000,16272.72727
1195,1020,Andheri,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,16500000,16176.47059
1196,915,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,14800000,16174.86339
5309,1150,Andheri,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1,18500000,16086.95652
5106,560,Andheri,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9000000,16071.42857
6120,720,Andheri,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,11500000,15972.22222
5199,1350,Andheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21500000,15925.92593
5200,1350,Andheri,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,21500000,15925.92593
537,1260,Andheri,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,20000000,15873.01587
1550,950,Andheri,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,15000000,15789.47368
3197,2525,Andheri,4,0,1,1,1,0,1,1,1,1,1,0,1,1,1,39800000,15762.37624
1556,1080,Andheri,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,17000000,15740.74074
5882,802,Andheri,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,12500000,15586.03491
5170,550,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500000,15454.54545
5171,550,Andheri,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8500000,15454.54545
3916,1450,Andheri,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1,22300000,15379.31034
6173,1057,Andheri,2,1,1,1,1,0,1,1,1,0,0,0,0,1,1,16200000,15326.39546
225,1114,Andheri,3,1,1,1,1,0,0,1,1,1,1,0,0,1,1,17000000,15260.32316
4946,1200,Andheri,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,18000000,15000
3921,1450,Andheri,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,21500000,14827.58621
2109,1040,Andheri,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1,15300000,14711.53846
5185,650,Andheri,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,9500000,14615.38462
1603,723,Andheri,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,10500000,14522.82158
2159,903,Andheri,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,13000000,14396.45626
899,1000,Andheri,2,0,1,1,1,1,1,0,1,0,1,0,0,0,1,14000000,14000
5888,864,Andheri,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,12000000,13888.88889
5932,300,Andheri,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4000000,13333.33333
5930,300,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800000,12666.66667
5931,300,Andheri,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3800000,12666.66667
5601,800,Andheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,12500
5602,800,Andheri,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10000000,12500
5011,1250,Andheri,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,15500000,12400
2841,300,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700000,12333.33333
3555,300,Andheri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,11666.66667
1508,390,Andheri,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4500000,11538.46154
895,1050,Andheri,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,12000000,11428.57143
2842,300,Andheri,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3400000,11333.33333
896,1225,Andheri,3,0,1,1,1,1,1,0,1,0,1,0,0,0,1,8500000,6938.77551
4396,774,Andheri,2,0,1,1,1,0,1,1,0,1,1,0,0,0,1,4300000,5555.555556
1257,930,Andheri,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3800000,4086.021505
1770,1120,Andheri,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3900000,3482.142857
6234,450,Badlapur,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,3500000,7777.777778
1956,441,Badlapur,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2560000,5804.988662
1937,430,Badlapur,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2350000,5465.116279
1948,500,Badlapur,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2600000,5200
430,715,Badlapur,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,3682000,5149.65035
4142,505,Badlapur,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,2575000,5099.009901
4132,510,Badlapur,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,2600000,5098.039216
4138,535,Badlapur,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,2725000,5093.457944
4141,580,Badlapur,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,2950000,5086.206897
4139,750,Badlapur,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1,3811999,5082.665333
4136,762,Badlapur,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1,3872000,5081.364829
4137,615,Badlapur,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,3125000,5081.300813
4140,798,Badlapur,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1,4052000,5077.694236
4134,841,Badlapur,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1,4267000,5073.72176
4133,703,Badlapur,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1,3565999,5072.544808
4135,873,Badlapur,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1,4427000,5071.019473
1957,480,Badlapur,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2400000,5000
651,505,Badlapur,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2170000,4297.029703
435,675,Badlapur,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2865000,4244.444444
2188,910,Badlapur,2,1,1,1,0,0,1,1,1,1,0,0,0,0,1,3797999,4173.625275
2900,650,Badlapur,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,2650000,4076.923077
2198,660,Badlapur,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2650000,4015.151515
2211,710,Badlapur,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,2815000,3964.788732
1555,642,Badlapur,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,2534000,3947.040498
2197,660,Badlapur,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2600000,3939.393939
6346,700,Badlapur,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2750000,3928.571429
2896,820,Badlapur,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3200000,3902.439024
1282,675,Badlapur,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,2625000,3888.888889
1318,545,Badlapur,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2110000,3871.559633
1030,620,Badlapur,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,2399000,3869.354839
2108,675,Badlapur,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,2565000,3800
1552,571,Badlapur,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,2164000,3789.842382
2310,730,Badlapur,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,2750000,3767.123288
2314,610,Badlapur,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,2250000,3688.52459
2308,1025,Badlapur,2,1,1,0,0,0,0,1,1,0,1,1,0,1,1,3700000,3609.756098
2309,1025,Badlapur,2,1,1,1,0,0,0,1,1,1,1,1,0,1,1,3700000,3609.756098
2196,920,Badlapur,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3300000,3586.956522
2210,1050,Badlapur,2,1,1,1,0,0,0,1,1,0,1,1,0,0,0,3750000,3571.428571
2209,690,Badlapur,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,2425000,3514.492754
358,575,Badlapur,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,2005000,3486.956522
2212,1040,Badlapur,2,1,1,1,0,0,1,1,1,1,0,0,0,1,1,3615000,3475.961538
2890,655,Badlapur,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2250000,3435.114504
2891,700,Badlapur,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,2400000,3428.571429
2893,700,Badlapur,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2399000,3427.142857
2892,920,Badlapur,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3100000,3369.565217
2899,920,Badlapur,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,3100000,3369.565217
357,600,Badlapur,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,2010000,3350
1319,620,Badlapur,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2077000,3350
2895,655,Badlapur,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2190000,3343.51145
1147,670,Badlapur,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2200000,3283.58209
2889,655,Badlapur,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,2150000,3282.442748
5954,655,Badlapur,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,2063000,3149.618321
5955,930,Badlapur,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,2929000,3149.462366
