,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool,Price,#VALUE!
3466,1050,Kharghar,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8499000,8094.285714
905,1150,Kharghar,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1,9300000,8086.956522
142,600,Kharghar,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,4850000,8083.333333
904,1015,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,8200000,8078.817734
3302,1015,Kharghar,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8200000,8078.817734
1526,1364,Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,1,0,0,11000000,8064.516129
6,1550,Kharghar,3,0,0,1,1,1,1,0,0,1,1,0,1,0,0,12500000,8064.516129
2068,1677,Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,13500000,8050.089445
3955,1680,Kharghar,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,13500000,8035.714286
135,660,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,5300000,8030.30303
912,660,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,5300000,8030.30303
1010,600,Kharghar,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4800000,8000
3439,650,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5200000,8000
2079,750,Kharghar,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,6000000,8000
852,1000,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8000000,8000
1741,1000,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8000000,8000
140,1475,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,11800000,8000
163,1630,Kharghar,3,0,0,1,1,1,1,0,0,1,1,0,0,0,0,13000000,7975.460123
170,1630,Kharghar,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,13000000,7975.460123
707,1210,Kharghar,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,9600000,7933.884298
3484,1200,Kharghar,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9500000,7916.666667
59,670,Kharghar,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,5300000,7910.447761
67,670,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,5300000,7910.447761
148,670,Kharghar,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,5300000,7910.447761
141,759,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,6000000,7905.13834
128,1050,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,8300000,7904.761905
2041,1050,Kharghar,2,0,1,1,1,1,1,0,1,0,1,0,0,1,1,8300000,7904.761905
5827,950,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,7500000,7894.736842
2062,735,Kharghar,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,5800000,7891.156463
907,1800,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,14200000,7888.888889
3338,1080,Kharghar,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8500000,7870.37037
701,1210,Kharghar,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,9500000,7851.239669
68,765,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,6000000,7843.137255
79,765,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,6000000,7843.137255
111,1530,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,12000000,7843.137255
65,1200,Kharghar,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1,9400000,7833.333333
76,1200,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,9400000,7833.333333
3347,1150,Kharghar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,7826.086957
3348,1150,Kharghar,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9000000,7826.086957
1375,1195,Kharghar,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,9350000,7824.267782
3316,1100,Kharghar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8600000,7818.181818
3317,1100,Kharghar,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,8600000,7818.181818
2058,1000,Kharghar,2,0,0,1,1,1,1,0,1,1,0,0,1,1,0,7800000,7800
3432,950,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7400000,7789.473684
1331,900,Kharghar,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7000000,7777.777778
92,1415,Kharghar,3,0,1,1,1,1,1,0,1,1,1,1,0,1,1,11000000,7773.85159
114,1415,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,11000000,7773.85159
147,580,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4500000,7758.62069
161,580,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4500000,7758.62069
37,1160,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,9000000,7758.62069
129,1160,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,9000000,7758.62069
1281,2000,Kharghar,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,15500000,7750
8,1356,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,10500000,7743.362832
906,750,Kharghar,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,5800000,7733.333333
2076,1100,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,8500000,7727.272727
3467,1100,Kharghar,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,8500000,7727.272727
1117,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,13600000,7727.272727
413,650,Kharghar,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5000000,7692.307692
746,650,Kharghar,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5000000,7692.307692
1766,650,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5000000,7692.307692
2043,650,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5000000,7692.307692
3435,650,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5000000,7692.307692
851,600,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4600000,7666.666667
1764,600,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4600000,7666.666667
7,1370,Kharghar,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,10500000,7664.233577
98,1240,Kharghar,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,9500000,7661.290323
683,1440,Kharghar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,7638.888889
30,1114,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8500000,7630.16158
2066,1115,Kharghar,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,8500000,7623.318386
33,1050,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8000000,7619.047619
419,1050,Kharghar,2,0,1,1,1,1,1,0,1,1,1,1,0,1,1,8000000,7619.047619
1110,1050,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8000000,7619.047619
26,2235,Kharghar,4,0,1,1,1,1,1,1,1,1,0,1,0,1,1,17000000,7606.263982
4402,1130,Kharghar,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,8588000,7600
909,1040,Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7900000,7596.153846
4401,2200,Kharghar,4,1,1,1,1,1,1,0,1,1,1,1,0,1,1,16700000,7590.909091
3458,1120,Kharghar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500000,7589.285714
3459,1120,Kharghar,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,8500000,7589.285714
415,1240,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,9400000,7580.645161
3390,1650,Kharghar,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,12500000,7575.757576
4445,1600,Kharghar,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,12100000,7562.5
405,510,Kharghar,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,3850000,7549.019608
694,1325,Kharghar,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,10000000,7547.169811
295,1260,Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9500000,7539.68254
157,625,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,4700000,7520
3395,625,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4700000,7520
4,665,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,5000000,7518.796992
1716,1079,Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8100000,7506.95088
1,600,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,4500000,7500
2042,600,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,4500000,7500
1335,1000,Kharghar,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,7500000,7500
1349,1000,Kharghar,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1,7500000,7500
3954,1240,Kharghar,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,9300000,7500
1345,1600,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,12000000,7500
81,655,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4900000,7480.916031
1698,1980,Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,1,14800000,7474.747475
1699,1985,Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,14800000,7455.919395
2040,1075,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,8000000,7441.860465
42,700,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,5200000,7428.571429
236,310,Kharghar,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2300000,7419.354839
893,500,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3700000,7400
64,1150,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,8500000,7391.304348
117,1150,Kharghar,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,8500000,7391.304348
692,650,Kharghar,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,4800000,7384.615385
146,745,Kharghar,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,5500000,7382.550336
3386,950,Kharghar,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7000000,7368.421053
3396,950,Kharghar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,7368.421053
1748,1250,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9200000,7360
50,1550,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,11399999,7354.838065
110,1550,Kharghar,3,0,0,1,1,1,1,0,0,1,1,0,0,0,0,11399999,7354.838065
175,1022,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7500000,7338.551859
5510,1227,Kharghar,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,9000000,7334.963325
1651,1500,Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,11000000,7333.333333
60,655,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4803000,7332.824427
55,655,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4800000,7328.244275
66,615,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4500000,7317.073171
1339,1000,Kharghar,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1,7300000,7300
130,700,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,5100000,7285.714286
1963,660,Kharghar,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4800000,7272.727273
25,2200,Kharghar,4,0,1,1,1,1,1,1,1,1,1,0,0,1,1,16000000,7272.727273
1336,1205,Kharghar,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,8750000,7261.410788
695,1725,Kharghar,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,12500000,7246.376812
2044,1175,Kharghar,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,8500000,7234.042553
61,1800,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,13000000,7222.222222
73,1800,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,13000000,7222.222222
93,1800,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,13000000,7222.222222
36,1050,Kharghar,2,0,0,1,1,1,1,0,0,1,0,0,0,1,0,7500000,7142.857143
97,1050,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,7500000,7142.857143
4490,690,Kharghar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900000,7101.449275
2064,620,Kharghar,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4400000,7096.774194
164,1550,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,11000000,7096.774194
748,1200,Kharghar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8500000,7083.333333
409,850,Kharghar,2,0,1,1,1,1,1,0,1,0,0,0,0,1,1,6000000,7058.823529
819,850,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6000000,7058.823529
1530,1000,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7050000,7050
1202,4000,Kharghar,5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,28000000,7000
3376,1220,Kharghar,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8500000,6967.213115
20,1150,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,8000000,6956.521739
35,1110,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,7700000,6936.936937
410,989,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,6850000,6926.188069
3,650,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,4500000,6923.076923
121,650,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4500000,6923.076923
1112,650,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,4500000,6923.076923
1524,650,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,4500000,6923.076923
3394,650,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4500000,6923.076923
1107,1085,Kharghar,2,0,0,1,1,1,1,1,0,1,0,0,0,0,0,7500000,6912.442396
742,1100,Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7600000,6909.090909
422,450,Kharghar,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3100000,6888.888889
408,989,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,6800000,6875.631951
87,1050,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,7200000,6857.142857
743,1080,Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7400000,6851.851852
3460,950,Kharghar,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6500000,6842.105263
1758,1463,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10000000,6835.269993
1330,600,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,4100000,6833.333333
300,1055,Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7200000,6824.64455
56,660,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4500000,6818.181818
178,1100,Kharghar,2,0,0,1,1,1,1,0,0,1,0,0,0,1,1,7500000,6818.181818
1333,690,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,4700000,6811.594203
289,530,Kharghar,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3600000,6792.45283
891,1400,Kharghar,3,0,1,1,1,1,1,0,1,0,0,0,0,0,0,9500000,6785.714286
5468,1260,Kharghar,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,8500000,6746.031746
0,720,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4850000,6736.111111
108,640,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,4300000,6718.75
122,640,Kharghar,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,4300000,6718.75
1346,390,Kharghar,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2600000,6666.666667
1120,630,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,4200000,6666.666667
910,1580,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,10500000,6645.56962
162,1505,Kharghar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10000000,6644.518272
6274,1162,Kharghar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700000,6626.506024
58,680,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,4500000,6617.647059
57,650,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4300000,6615.384615
1105,650,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,4300000,6615.384615
144,620,Kharghar,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,4100000,6612.903226
1739,640,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4200000,6562.5
1338,1085,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7100000,6543.778802
43,646,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,4200000,6501.547988
104,646,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,4200000,6501.547988
120,646,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4200000,6501.547988
404,416,Kharghar,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2700000,6490.384615
744,1080,Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7000000,6481.481481
1674,1250,Kharghar,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,8100000,6480
103,650,Kharghar,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4200000,6461.538462
2056,650,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,4200000,6461.538462
2063,650,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,4200000,6461.538462
16,1250,Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,1,0,0,8000000,6400
913,1580,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,10100000,6392.405063
154,1350,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,8600000,6370.37037
88,1100,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,1,0,7000000,6363.636364
5525,1820,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,0,1,11500000,6318.681319
127,1100,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,6900000,6272.727273
3487,675,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4200000,6222.222222
22,680,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,4200000,6176.470588
48,680,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4200000,6176.470588
3389,650,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4000000,6153.846154
3809,700,Kharghar,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,4300000,6142.857143
411,900,Kharghar,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5500000,6111.111111
1649,1475,Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8900000,6033.898305
4486,1000,Kharghar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,6000
417,640,Kharghar,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3700000,5781.25
1329,635,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,3500000,5511.811024
2039,800,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4300000,5375
3408,650,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3400000,5230.769231
4260,602,Khopoli,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,2515000,4177.740864
4261,1602,Khopoli,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,6666000,4161.048689
4259,1928,Khopoli,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1,8000000,4149.377593
4258,2857,Khopoli,4,1,1,1,0,0,0,1,1,1,0,0,0,0,1,11800000,4130.20651
6172,528,Koper Khairane,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,7500000,14204.54545
5339,1750,Koper Khairane,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23500000,13428.57143
2382,870,Koper Khairane,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11500000,13218.3908
2593,675,Koper Khairane,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,8700000,12888.88889
1377,1100,Koper Khairane,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,14000000,12727.27273
6179,989,Koper Khairane,2,0,0,1,1,1,0,1,0,1,1,0,1,1,0,12500000,12639.02932
2589,1075,Koper Khairane,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,13000000,12093.02326
5903,1075,Koper Khairane,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13000000,12093.02326
1451,700,Koper Khairane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,8000000,11428.57143
2778,1080,Koper Khairane,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11800000,10925.92593
544,1151,Koper Khairane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,12500000,10860.12163
6130,1800,Koper Khairane,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19500000,10833.33333
2779,650,Koper Khairane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,10769.23077
1449,700,Koper Khairane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7500000,10714.28571
5879,1075,Koper Khairane,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11500000,10697.67442
560,725,Koper Khairane,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,7500000,10344.82759
4028,925,Koper Khairane,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9500000,10270.27027
1452,700,Koper Khairane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7100000,10142.85714
1455,685,Koper Khairane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,6900000,10072.9927
555,1050,Koper Khairane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,10500000,10000
6314,1500,Koper Khairane,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15000000,10000
558,1760,Koper Khairane,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,17000000,9659.090909
5543,950,Koper Khairane,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9000000,9473.684211
5214,850,Koper Khairane,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,9411.764706
5461,695,Koper Khairane,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,6500000,9352.517986
1450,1150,Koper Khairane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,10500000,9130.434783
1448,1100,Koper Khairane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,10000000,9090.909091
5448,1050,Koper Khairane,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,9500000,9047.619048
6152,950,Koper Khairane,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500000,8947.368421
1447,1150,Koper Khairane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,10000000,8695.652174
556,1155,Koper Khairane,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10000000,8658.008658
559,1650,Koper Khairane,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,11700000,7090.909091
2399,620,Koper Khairane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300000,6935.483871
5937,650,Koproli,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700000,7230.769231
6126,670,Koproli,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800000,7164.179104
5938,650,Koproli,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600000,7076.923077
6119,460,Koproli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200000,6956.521739
5939,650,Koproli,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,6923.076923
6124,670,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4600000,6865.671642
6125,690,Koproli,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,6521.73913
5936,550,Koproli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,6363.636364
5933,550,Koproli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400000,6181.818182
5934,550,Koproli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,6000
6118,700,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4200000,6000
5935,550,Koproli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200000,5818.181818
6115,590,Koproli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400000,5762.711864
6116,590,Koproli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,5593.220339
6107,610,Koproli,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,3400000,5573.770492
5876,850,Koproli,2,0,1,1,1,0,1,1,0,1,1,1,0,1,0,4600000,5411.764706
5820,790,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4179999,5291.137975
6112,600,Koproli,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,3100000,5166.666667
6117,630,Koproli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200000,5079.365079
5821,810,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4050000,5000
5870,870,Koproli,2,0,1,1,1,0,1,1,0,1,1,1,0,1,0,4349000,4998.850575
1141,670,Koproli,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,3300000,4925.373134
5822,850,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4170000,4905.882353
5824,870,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4200000,4827.586207
5873,870,Koproli,2,0,1,1,1,0,1,1,1,0,0,0,0,1,1,4200000,4827.586207
6104,610,Koproli,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2700000,4426.229508
6105,610,Koproli,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2600000,4262.295082
6111,590,Koproli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,4237.288136
5825,990,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4150000,4191.919192
6114,1100,Koproli,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4200000,3818.181818
5875,590,Koproli,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,2100000,3559.322034
4863,390,Kurla,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8580000,22000
4862,394,Kurla,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8668000,22000
4859,396,Kurla,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8712000,22000
